id,description,score
CVE-2017-7105,"An issue was discovered in certain Apple products. iOS before 11 is affected. tvOS before 11 is affected. watchOS before 4 is affected. The issue involves the ""Wi-Fi"" component. It might allow remote attackers to execute arbitrary code in a privileged context or cause a denial of service (memory corruption) via crafted Wi-Fi traffic.",10.0
CVE-2017-7106,"An issue was discovered in certain Apple products. iOS before 11 is affected. Safari before 11 is affected. iCloud before 7.0 on Windows is affected. The issue involves the ""WebKit"" component. It allows remote attackers to spoof the address bar.",4.3
CVE-2017-7107,"An issue was discovered in certain Apple products. iOS before 11 is affected. Safari before 11 is affected. iCloud before 7.0 on Windows is affected. iTunes before 12.7 on Windows is affected. tvOS before 11 is affected. The issue involves the ""WebKit"" component. It allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption and application crash) via a crafted web site.",6.8
CVE-2017-7108,"An issue was discovered in certain Apple products. iOS before 11 is affected. tvOS before 11 is affected. watchOS before 4 is affected. The issue involves the ""Wi-Fi"" component. It might allow remote attackers to execute arbitrary code in a privileged context or cause a denial of service (memory corruption) via crafted Wi-Fi traffic.",10.0
CVE-2017-7109,"An issue was discovered in certain Apple products. iOS before 11 is affected. Safari before 11 is affected. iCloud before 7.0 on Windows is affected. iTunes before 12.7 on Windows is affected. tvOS before 11 is affected. The issue involves the ""WebKit"" component. A cross-site scripting (XSS) vulnerability allows remote attackers to inject arbitrary web script or HTML via crafted web content that incorrectly interacts with the Application Cache policy.",4.3
CVE-2017-7110,"An issue was discovered in certain Apple products. iOS before 11 is affected. tvOS before 11 is affected. watchOS before 4 is affected. The issue involves the ""Wi-Fi"" component. It might allow remote attackers to execute arbitrary code in a privileged context or cause a denial of service (memory corruption) via crafted Wi-Fi traffic.",10.0
CVE-2017-7111,"An issue was discovered in certain Apple products. iOS before 11 is affected. Safari before 11 is affected. iCloud before 7.0 on Windows is affected. iTunes before 12.7 on Windows is affected. tvOS before 11 is affected. The issue involves the ""WebKit"" component. It allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption and application crash) via a crafted web site.",6.8
CVE-2017-7112,"An issue was discovered in certain Apple products. iOS before 11 is affected. tvOS before 11 is affected. watchOS before 4 is affected. The issue involves the ""Wi-Fi"" component. It might allow remote attackers to execute arbitrary code in a privileged context or cause a denial of service (memory corruption) via crafted Wi-Fi traffic.",10.0
CVE-2017-7113,"An issue was discovered in certain Apple products. iOS before 11.1 is affected. The issue involves the ""UIKit"" component. It allows attackers to bypass intended read restrictions for secure text fields via vectors involving a focus-change event.",2.1
CVE-2017-7114,"An issue was discovered in certain Apple products. iOS before 11 is affected. macOS before 10.13 is affected. tvOS before 11 is affected. watchOS before 4 is affected. The issue involves the ""Kernel"" component. It allows attackers to execute arbitrary code in a privileged context or cause a denial of service (memory corruption) via a crafted app.",9.3
CVE-2017-7115,"An issue was discovered in certain Apple products. iOS before 11 is affected. tvOS before 11 is affected. The issue involves the ""Wi-Fi"" component. It might allow remote attackers to execute arbitrary code in a privileged context or cause a denial of service (memory corruption) via crafted Wi-Fi traffic that leverages a race condition.",9.3
CVE-2017-7116,"An issue was discovered in certain Apple products. iOS before 11 is affected. tvOS before 11 is affected. watchOS before 4 is affected. The issue involves the ""Wi-Fi"" component. It might allow remote attackers to read data from kernel memory locations via crafted Wi-Fi traffic.",5.0
CVE-2017-7117,"An issue was discovered in certain Apple products. iOS before 11 is affected. Safari before 11 is affected. iCloud before 7.0 on Windows is affected. iTunes before 12.7 on Windows is affected. tvOS before 11 is affected. The issue involves the ""WebKit"" component. It allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption and application crash) via a crafted web site.",6.8
CVE-2017-7118,"An issue was discovered in certain Apple products. iOS before 11 is affected. The issue involves the ""Messages"" component. It allows remote attackers to cause a denial of service (crash) via a crafted image.",4.3
CVE-2017-7119,"An issue was discovered in certain Apple products. macOS before 10.13 is affected. The issue involves the ""IOFireWireFamily"" component. It allows attackers to bypass intended memory-read restrictions via a crafted app.",4.3
CVE-2017-7120,"An issue was discovered in certain Apple products. iOS before 11 is affected. Safari before 11 is affected. iCloud before 7.0 on Windows is affected. iTunes before 12.7 on Windows is affected. tvOS before 11 is affected. The issue involves the ""WebKit"" component. It allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption and application crash) via a crafted web site.",6.8
CVE-2017-7121,"An issue was discovered in certain Apple products. macOS before 10.13 is affected. The issue involves the third-party ""file"" product. Versions before 5.30 allow remote attackers to cause a denial of service (application crash) or possibly have unspecified other impact.",7.5
CVE-2017-7122,"An issue was discovered in certain Apple products. macOS before 10.13 is affected. The issue involves the third-party ""file"" product. Versions before 5.30 allow remote attackers to cause a denial of service (application crash) or possibly have unspecified other impact.",7.5
CVE-2017-7123,"An issue was discovered in certain Apple products. macOS before 10.13 is affected. The issue involves the third-party ""file"" product. Versions before 5.30 allow remote attackers to cause a denial of service (application crash) or possibly have unspecified other impact.",7.5
CVE-2017-7124,"An issue was discovered in certain Apple products. macOS before 10.13 is affected. The issue involves the third-party ""file"" product. Versions before 5.30 allow remote attackers to cause a denial of service (application crash) or possibly have unspecified other impact.",7.5
CVE-2017-7125,"An issue was discovered in certain Apple products. macOS before 10.13 is affected. The issue involves the third-party ""file"" product. Versions before 5.30 allow remote attackers to cause a denial of service (application crash) or possibly have unspecified other impact.",7.5
CVE-2017-7126,"An issue was discovered in certain Apple products. macOS before 10.13 is affected. The issue involves the third-party ""file"" product. Versions before 5.30 allow remote attackers to cause a denial of service (application crash) or possibly have unspecified other impact.",7.5
CVE-2017-7127,"An issue was discovered in certain Apple products. iOS before 11 is affected. macOS before 10.13 is affected. iCloud before 7.0 on Windows is affected. tvOS before 11 is affected. watchOS before 4 is affected. The issue involves the ""SQLite"" component. It allows attackers to execute arbitrary code in a privileged context or cause a denial of service (memory corruption) via a crafted app.",9.3
CVE-2017-7128,"An issue was discovered in certain Apple products. iOS before 11 is affected. macOS before 10.13 is affected. tvOS before 11 is affected. watchOS before 4 is affected. The issue involves the third-party ""SQLite"" product. Versions before 3.19.3 allow remote attackers to cause a denial of service (application crash) or possibly have unspecified other impact.",7.5
CVE-2017-7129,"An issue was discovered in certain Apple products. iOS before 11 is affected. macOS before 10.13 is affected. tvOS before 11 is affected. watchOS before 4 is affected. The issue involves the third-party ""SQLite"" product. Versions before 3.19.3 allow remote attackers to cause a denial of service (application crash) or possibly have unspecified other impact.",7.5
CVE-2017-7130,"An issue was discovered in certain Apple products. iOS before 11 is affected. macOS before 10.13 is affected. tvOS before 11 is affected. watchOS before 4 is affected. The issue involves the third-party ""SQLite"" product. Versions before 3.19.3 allow remote attackers to cause a denial of service (application crash) or possibly have unspecified other impact.",7.5
CVE-2017-7131,"An issue was discovered in certain Apple products. iOS before 11 is affected. The issue involves the ""Bluetooth"" component. It allows attackers to obtain sensitive Contact card information via a crafted app.",4.3
CVE-2017-7132,"An issue was discovered in certain Apple products. macOS before 10.13.1 is affected. The issue involves the ""Quick Look"" component. It allows remote attackers to execute arbitrary code or cause a denial of service (memory consumption) via a crafted Office document.",6.8
CVE-2017-7133,"An issue was discovered in certain Apple products. iOS before 11 is affected. The issue involves the ""MobileBackup"" component. It allows remote attackers to obtain sensitive cleartext information in opportunistic circumstances by leveraging read access to a backup archive that was supposed to have been encrypted.",5.0
CVE-2017-7134,"An issue was discovered in certain Apple products. Xcode before 9 is affected. The issue involves the ""ld64"" component. It allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption and application crash) via a crafted Mach-O file.",6.8
CVE-2017-7135,"An issue was discovered in certain Apple products. Xcode before 9 is affected. The issue involves the ""ld64"" component. It allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption and application crash) via a crafted Mach-O file.",6.8
CVE-2017-7136,"An issue was discovered in certain Apple products. Xcode before 9 is affected. The issue involves the ""ld64"" component. It allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption and application crash) via a crafted Mach-O file.",6.8
CVE-2017-7137,"An issue was discovered in certain Apple products. Xcode before 9 is affected. The issue involves the ""ld64"" component. It allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption and application crash) via a crafted Mach-O file.",6.8
CVE-2017-7138,"An issue was discovered in certain Apple products. macOS before 10.13 is affected. The issue involves the ""Directory Utility"" component. It allows local users to discover the Apple ID of the computer's owner.",2.1
CVE-2017-7139,"An issue was discovered in certain Apple products. iOS before 11 is affected. The issue involves the ""Phone"" component. It allows attackers to obtain sensitive information by leveraging a timing bug to read a secure-content screenshot that occurred during a locking action.",2.1
CVE-2017-7140,"An issue was discovered in certain Apple products. iOS before 11 is affected. The issue involves the ""Keyboard Suggestions"" component. It allows attackers to obtain sensitive information by reading keyboard autocorrect suggestions.",5.0
CVE-2017-7141,"An issue was discovered in certain Apple products. macOS before 10.13 is affected. The issue involves the ""Mail"" component. It allows remote attackers to bypass an intended off value of the ""Load remote content in messages"" setting, and consequently discover an e-mail recipient's IP address, via an HTML email message.",5.0
CVE-2017-7142,"An issue was discovered in certain Apple products. Safari before 11 is affected. The issue involves the ""WebKit Storage"" component. It allows attackers to bypass the Safari Private Browsing protection mechanism, and consequently obtain sensitive information about visited web sites.",5.0
CVE-2017-7143,"An issue was discovered in certain Apple products. macOS before 10.13 is affected. The issue involves the ""Captive Network Assistant"" component. It allows remote attackers to discover cleartext passwords in opportunistic circumstances by sniffing the network during use of the captive portal browser, which has a UI error that can lead to cleartext transmission without the user's awareness.",2.1
CVE-2017-7144,"An issue was discovered in certain Apple products. iOS before 11 is affected. Safari before 11 is affected. The issue involves the ""WebKit"" component. It allows remote attackers to track Safari Private Browsing users by leveraging cookie mishandling.",4.3
CVE-2017-7145,"An issue was discovered in certain Apple products. iOS before 11 is affected. The issue involves the ""Time"" component. The ""Setting Time Zone"" feature mishandles the possibility of using location data.",5.0
CVE-2017-7146,"An issue was discovered in certain Apple products. iOS before 11 is affected. The issue involves the ""Security"" component. It allows attackers to track users across installs via a crafted app that leverages Keychain data mishandling.",5.0
CVE-2017-7147,"An issue was discovered in certain Apple products. The Apple Support app before 1.2 for iOS is affected. The issue involves the ""Analytics"" component. It allows remote attackers to obtain sensitive analytics information by leveraging its presence in a cleartext HTTP transmission to an Adobe Marketing Cloud server operated for Apple, as demonstrated by information about the installation date and time.",5.0
CVE-2017-7148,"An issue was discovered in certain Apple products. iOS before 11 is affected. The issue involves the ""Location Framework"" component. It allows attackers to obtain sensitive location information via a crafted app that reads the location variable.",4.3
CVE-2017-7149,"An issue was discovered in certain Apple products. macOS before 10.13 Supplemental Update is affected. The issue involves the ""StorageKit"" component. It allows attackers to discover passwords for APFS encrypted volumes by reading Disk Utility hints, because the stored hint value was accidentally set to the password itself, not the entered hint value.",2.1
CVE-2017-7150,"An issue was discovered in certain Apple products. macOS before 10.13 Supplemental Update is affected. The issue involves the ""Security"" component. It allows attackers to bypass the keychain access prompt, and consequently extract passwords, via a synthetic click.",2.1
CVE-2017-7151,"A race condition was addressed with additional validation. This issue affected versions prior to iOS 11.2, macOS High Sierra 10.13.2, tvOS 11.2, watchOS 4.2, iTunes 12.7.2 for Windows, macOS High Sierra 10.13.4.",5.1
CVE-2017-7152,"An issue was discovered in certain Apple products. iOS before 11.2 is affected. The issue involves the ""Mail Message Framework"" component. It allows remote attackers to spoof the address bar via a crafted web site.",4.3
CVE-2017-7153,"An issue was discovered in certain Apple products. iOS before 11.2 is affected. Safari before 11.0.2 is affected. iCloud before 7.2 on Windows is affected. iTunes before 12.7.2 on Windows is affected. tvOS before 11.2 is affected. watchOS before 4.2 is affected. The issue involves the ""WebKit"" component. It allows remote attackers to spoof user-interface information (about whether the entire content is derived from a valid TLS session) via a crafted web site that sends a 401 Unauthorized redirect.",5.8
CVE-2017-7154,"An issue was discovered in certain Apple products. iOS before 11.2 is affected. macOS before 10.13.2 is affected. tvOS before 11.2 is affected. The issue involves the ""Kernel"" component. It allows local users to bypass intended memory-read restrictions or cause a denial of service (system crash).",5.6
CVE-2017-7155,"An issue was discovered in certain Apple products. macOS before 10.13.2 is affected. The issue involves the ""Intel Graphics Driver"" component. It allows attackers to execute arbitrary code in a privileged context or cause a denial of service (memory corruption) via a crafted app.",9.3
CVE-2017-7156,"An issue was discovered in certain Apple products. iOS before 11.2 is affected. Safari before 11.0.2 is affected. iCloud before 7.2 on Windows is affected. iTunes before 12.7.2 on Windows is affected. tvOS before 11.2 is affected. The issue involves the ""WebKit"" component. It allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption and application crash) via a crafted web site.",6.8
CVE-2017-7157,"An issue was discovered in certain Apple products. iOS before 11.2 is affected. Safari before 11.0.2 is affected. iCloud before 7.2 on Windows is affected. iTunes before 12.7.2 on Windows is affected. tvOS before 11.2 is affected. The issue involves the ""WebKit"" component. It allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption and application crash) via a crafted web site.",6.8
CVE-2017-7158,"An issue was discovered in certain Apple products. macOS before 10.13.2 is affected. The issue involves the ""Screen Sharing Server"" component. It allows attackers to obtain root privileges for reading files by leveraging screen-sharing access.",6.8
CVE-2017-7159,"An issue was discovered in certain Apple products. macOS before 10.13.2 is affected. The issue involves the ""IOAcceleratorFamily"" component. It allows attackers to execute arbitrary code in a privileged context or cause a denial of service (memory corruption) via a crafted app.",9.3
CVE-2017-7160,"An issue was discovered in certain Apple products. iOS before 11.2 is affected. Safari before 11.0.2 is affected. iCloud before 7.2 on Windows is affected. iTunes before 12.7.2 on Windows is affected. tvOS before 11.2 is affected. The issue involves the ""WebKit"" component. It allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption and application crash) via a crafted web site.",6.8
CVE-2017-7161,"An issue was discovered in certain Apple products. Safari before 11.0.2 is affected. The issue involves the ""WebKit Web Inspector"" component. It allows remote attackers to execute arbitrary code via special characters that trigger command injection.",6.8
CVE-2017-7162,"An issue was discovered in certain Apple products. iOS before 11.2 is affected. macOS before 10.13.2 is affected. tvOS before 11.2 is affected. watchOS before 4.2 is affected. The issue involves the ""IOKit"" component. It allows attackers to execute arbitrary code in a privileged context or cause a denial of service (memory corruption) via a crafted app.",9.3
CVE-2017-7163,"An issue was discovered in certain Apple products. macOS before 10.13.2 is affected. The issue involves the ""Intel Graphics Driver"" component. It allows attackers to execute arbitrary code in a privileged context or cause a denial of service (memory corruption) via a crafted app.",9.3
CVE-2017-7164,"An issue was discovered in certain Apple products. iOS before 11.2 is affected. tvOS before 11.2 is affected. The issue involves the ""App Store"" component. It allows man-in-the-middle attackers to spoof password prompts.",4.3
CVE-2017-7165,"An issue was discovered in certain Apple products. iOS before 11.2 is affected. Safari before 11.0.2 is affected. iCloud before 7.2 on Windows is affected. iTunes before 12.7.2 on Windows is affected. tvOS before 11.2 is affected. watchOS before 4.2 is affected. The issue involves the ""WebKit"" component. It allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption and application crash) via a crafted web site.",6.8
CVE-2017-7167,"An issue was discovered in certain Apple products. Xcode before 9.2 is affected. The issue involves the ""ld64"" component. A buffer overflow allows remote attackers to execute arbitrary code via crafted source code.",6.8
CVE-2017-7170,"An issue was discovered in certain Apple products. macOS before 10.13.1 is affected. The issue involves the ""Security"" component. It allows attackers to execute arbitrary code in a privileged context via a crafted app.",9.3
CVE-2017-7171,"An issue was discovered in certain Apple products. iOS before 11.2 is affected. macOS before 10.13.2 is affected. tvOS before 11.2 is affected. watchOS before 4.2 is affected. The issue involves the ""CoreAnimation"" component. It allows attackers to execute arbitrary code in a privileged context or cause a denial of service (memory corruption) via a crafted app.",9.3
CVE-2017-7172,"An issue was discovered in certain Apple products. iOS before 11.2 is affected. macOS before 10.13.2 is affected. iCloud before 7.2 on Windows is affected. iTunes before 12.7.2 on Windows is affected. tvOS before 11.2 is affected. watchOS before 4.2 is affected. The issue involves the ""CFNetwork Session"" component. It allows attackers to execute arbitrary code in a privileged context or cause a denial of service (memory corruption) via a crafted app.",9.3
CVE-2017-7173,"An issue was discovered in certain Apple products. macOS before 10.13.2 is affected. The issue involves the ""Kernel"" component. It allows attackers to bypass intended memory-read restrictions via a crafted app.",4.3
CVE-2017-7763,"Default fonts on OS X display some Tibetan characters as whitespace. When used in the addressbar as part of an IDN this can be used for domain name spoofing attacks. Note: This attack only affects OS X operating systems. Other operating systems are unaffected. This vulnerability affects Firefox < 54, Firefox ESR < 52.2, and Thunderbird < 52.2.",5.0
CVE-2017-7825,"Several fonts on OS X display some Tibetan and Arabic characters as whitespace. When used in the addressbar as part of an IDN this can be used for domain name spoofing attacks. Note: This attack only affects OS X operating systems. Other operating systems are unaffected. This vulnerability affects Firefox < 56, Firefox ESR < 52.4, and Thunderbird < 52.4.",5.0
CVE-2017-7836,"The ""pingsender"" executable used by the Firefox Health Report dynamically loads a system copy of libcurl, which an attacker could replace. This allows for privilege escalation as the replaced libcurl code will run with Firefox's privileges. Note: This attack requires an attacker have local system access and only affects OS X and Linux. Windows systems are not affected. This vulnerability affects Firefox < 57.",4.6
CVE-2017-8000,"In EMC RSA Authentication Manager 8.2 SP1 and earlier, a malicious RSA Security Console Administrator could craft a token profile and store the profile name in the RSA Authentication Manager database. The profile name could include a crafted script (with an XSS payload) that could be executed when viewing or editing the assigned token profile in the token by another administrator's browser session.",3.5
CVE-2017-8002,EMC Data Protection Advisor prior to 6.4 contains multiple blind SQL injection vulnerabilities. A remote authenticated attacker may potentially exploit these vulnerabilities to gain information about the application by causing execution of arbitrary SQL commands.,6.5
CVE-2017-8003,EMC Data Protection Advisor prior to 6.4 contains a path traversal vulnerability. A remote authenticated high privileged user may potentially exploit this vulnerability to access unauthorized information from the underlying OS server by supplying specially crafted strings in input parameters of the application.,6.8
CVE-2017-8004,"The EMC RSA Identity Governance and Lifecycle, RSA Via Lifecycle and Governance and RSA IMG products (RSA Identity Governance and Lifecycle versions 7.0.1, 7.0.2, all patch levels; RSA Via Lifecycle and Governance version 7.0, all patch levels; RSA Identity Management and Governance (RSA IMG) versions 6.9.1, all patch levels) allow an application administrator to upload arbitrary files that may potentially contain a malicious code. The malicious file could be then executed on the affected system with the privileges of the user the application is running under.",6.5
CVE-2017-8005,"The EMC RSA Identity Governance and Lifecycle, RSA Via Lifecycle and Governance, and RSA IMG products (RSA Identity Governance and Lifecycle versions 7.0.1, 7.0.2, all patch levels; RSA Via Lifecycle and Governance version 7.0, all patch levels; RSA Identity Management and Governance (RSA IMG) versions 6.9.1, all patch levels) are affected by multiple stored cross-site scripting vulnerabilities. Remote authenticated malicious users could potentially inject arbitrary HTML code to the application.",3.5
CVE-2017-8006,"In EMC RSA Authentication Manager 8.2 SP1 Patch 1 and earlier, a malicious user logged into the Self-Service Console of RSA Authentication Manager as a target user can use a brute force attack to attempt to identify that user's PIN. The malicious user could potentially reset the compromised PIN to affect victim's ability to obtain access to protected resources.",4.3
CVE-2017-8007,"In EMC ViPR SRM, Storage M&R, VNX M&R, and M&R (Watch4Net) for SAS Solution Packs, the Webservice Gateway is affected by a directory traversal vulnerability. Attackers with knowledge of Webservice Gateway credentials could potentially exploit this vulnerability to access unauthorized information, and modify or delete data, by supplying specially crafted strings in input parameters of the web service call.",6.5
CVE-2017-8011,"EMC ViPR SRM, EMC Storage M&R, EMC VNX M&R, EMC M&R for SAS Solution Packs (EMC ViPR SRM prior to 4.1, EMC Storage M&R prior to 4.1, EMC VNX M&R all versions, EMC M&R (Watch4Net) for SAS Solution Packs all versions) contain undocumented accounts with default passwords for Webservice Gateway and RMI JMX components. A remote attacker with the knowledge of the default password may potentially use these accounts to run arbitrary web service and remote procedure calls on the affected system.",10.0
CVE-2017-8012,"In EMC ViPR SRM, Storage M&R, VNX M&R, and M&R (Watch4Net) for SAS Solution Packs, the Java Management Extensions (JMX) protocol used to communicate between components in the Alerting and/or Compliance components can be leveraged to create a denial of service (DoS) condition. Attackers with knowledge of JMX agent user credentials could potentially exploit this vulnerability to create arbitrary files on the affected system and create a DoS condition by leveraging inherent JMX protocol capabilities.",5.8
CVE-2017-8013,"EMC Data Protection Advisor 6.3.x before patch 67 and 6.4.x before patch 130 contains undocumented accounts with hard-coded passwords and various privileges. Affected accounts are: ""Apollo System Test"", ""emc.dpa.agent.logon"" and ""emc.dpa.metrics.logon"". An attacker with knowledge of the password could potentially use these accounts via REST APIs to gain unauthorized access to EMC Data Protection Advisor (including potentially access with administrative privileges).",7.5
CVE-2017-8015,EMC AppSync (all versions prior to 3.5) contains a SQL injection vulnerability that could potentially be exploited by malicious users to compromise the affected system.,7.5
CVE-2017-8016,RSA Archer GRC Platform prior to 6.2.0.5 is affected by stored cross-site scripting via the Questionnaire ID field. An authenticated attacker may potentially exploit this to execute arbitrary HTML in the user's browser session in the context of the affected RSA Archer application.,3.5
CVE-2017-8017,"EMC Network Configuration Manager (NCM) 9.3.x, 9.4.0.x, 9.4.1.x, and 9.4.2.x is affected by a reflected cross-site scripting Vulnerability that could potentially be exploited by malicious users to compromise the affected system.",4.3
CVE-2017-8018,EMC AppSync host plug-in versions 3.5 and below (Windows platform only) includes a denial of service (DoS) vulnerability that could potentially be exploited by malicious users to compromise the affected system.,5.0
CVE-2017-8019,"An issue was discovered in EMC ScaleIO 2.0.1.x. A vulnerability in message parsers (MDM, SDS, and LIA) could potentially allow an unauthenticated remote attacker to send specifically crafted packets to stop ScaleIO services and cause a denial of service situation.",5.0
CVE-2017-8020,An issue was discovered in EMC ScaleIO 2.0.1.x. A buffer overflow vulnerability in the SDBG service may potentially allow a remote unauthenticated attacker to execute arbitrary commands with root privileges on an affected server.,10.0
CVE-2017-8021,EMC Elastic Cloud Storage (ECS) before 3.1 is affected by an undocumented account vulnerability that could potentially be leveraged by malicious users to compromise the affected system.,10.0
CVE-2017-8022,"An issue was discovered in EMC NetWorker (prior to 8.2.4.9, all supported 9.0.x versions, prior to 9.1.1.3, prior to 9.2.0.4). The Server service (nsrd) is affected by a buffer overflow vulnerability. A remote unauthenticated attacker may potentially exploit this vulnerability to execute arbitrary code on vulnerable installations of the software, or cause a denial of service, depending on the target system's platform.",6.8
CVE-2017-8024,"EMC Isilon OneFS (versions prior to 8.1.0.1, versions prior to 8.0.1.2, versions prior to 8.0.0.6, version 7.2.1.x) is impacted by a reflected cross-site scripting vulnerability that may potentially be exploited by malicious users to compromise the affected system.",4.3
CVE-2017-8025,RSA Archer GRC Platform prior to 6.2.0.5 is affected by an arbitrary file upload vulnerability. A remote unauthenticated attacker may potentially exploit this vulnerability to upload malicious files via attachments to arbitrary paths on the web server.,6.8
CVE-2017-8248,"A buffer overflow may occur in the processing of a downlink NAS message in Qualcomm Telephony as used in Apple iPhone 5 and later, iPad 4th generation and later, iPod touch 6th generation.",10.0
CVE-2017-8665,"The Xamarin.iOS update component on systems running macOS allows an attacker to run arbitrary code as root, aka ""Xamarin.iOS Elevation Of Privilege Vulnerability.""",7.2
CVE-2017-9140,Cross-site scripting (XSS) vulnerability in Telerik.ReportViewer.WebForms.dll in Telerik Reporting for ASP.NET WebForms Report Viewer control before R1 2017 SP2 (11.0.17.406) allows remote attackers to inject arbitrary web script or HTML via the bgColor parameter to Telerik.ReportViewer.axd.,4.3
CVE-2017-9522,"The Time Warner firmware on Technicolor TC8717T devices sets the default Wi-Fi passphrase to a combination of the SSID and BSSID, which makes it easier for remote attackers to obtain network access by reading a beacon frame.",5.0
CVE-2017-9788,"In Apache httpd before 2.2.34 and 2.4.x before 2.4.27, the value placeholder in [Proxy-]Authorization headers of type 'Digest' was not initialized or reset before or between successive key=value assignments by mod_auth_digest. Providing an initial key with no '=' assignment could reflect the stale value of uninitialized pool memory used by the prior request, leading to leakage of potentially confidential information, and a segfault in other cases resulting in denial of service.",6.4
CVE-2017-9851,"** DISPUTED ** An issue was discovered in SMA Solar Technology products. By sending nonsense data or setting up a TELNET session to the database port of Sunny Explorer, the application can be crashed. NOTE: the vendor reports that the maximum possible damage is a communication failure. Also, only Sunny Boy TLST-21 and TL-21 and Sunny Tripower TL-10 and TL-30 could potentially be affected.",5.0
CVE-2017-9852,"** DISPUTED ** An Incorrect Password Management issue was discovered in SMA Solar Technology products. Default passwords exist that are rarely changed. User passwords will almost always be default. Installer passwords are expected to be default or similar across installations installed by the same company (but are sometimes changed). Hidden user accounts have (at least in some cases, though more research is required to test this for all hidden user accounts) a fixed password for all devices; it can never be changed by a user. Other vulnerabilities exist that allow an attacker to get the passwords of these hidden user accounts. NOTE: the vendor reports that it has no influence on the allocation of passwords, and that global hardcoded master passwords do not exist. Also, only Sunny Boy TLST-21 and TL-21 and Sunny Tripower TL-10 and TL-30 could potentially be affected.",5.0
CVE-2017-9853,"** DISPUTED ** An issue was discovered in SMA Solar Technology products. All inverters have a very weak password policy for the user and installer password. No complexity requirements or length requirements are set. Also, strong passwords are impossible due to a maximum of 12 characters and a limited set of characters. NOTE: the vendor reports that the 12-character limit provides ""a very high security standard."" Also, only Sunny Boy TLST-21 and TL-21 and Sunny Tripower TL-10 and TL-30 could potentially be affected.",5.0
CVE-2017-9854,"** DISPUTED ** An issue was discovered in SMA Solar Technology products. By sniffing for specific packets on the localhost, plaintext passwords can be obtained as they are typed into Sunny Explorer by the user. These passwords can then be used to compromise the overall device. NOTE: the vendor reports that exploitation likelihood is low because these packets are usually sent only once during installation. Also, only Sunny Boy TLST-21 and TL-21 and Sunny Tripower TL-10 and TL-30 could potentially be affected.",5.0
CVE-2017-9855,"** DISPUTED ** An issue was discovered in SMA Solar Technology products. A secondary authentication system is available for Installers called the Grid Guard system. This system uses predictable codes, and a single Grid Guard code can be used on any SMA inverter. Any such code, when combined with the installer account, allows changing very sensitive parameters. NOTE: the vendor reports that Grid Guard is not an authentication feature; it is only a tracing feature. Also, only Sunny Boy TLST-21 and TL-21 and Sunny Tripower TL-10 and TL-30 could potentially be affected.",7.5
CVE-2017-9856,"** DISPUTED ** An issue was discovered in SMA Solar Technology products. Sniffed passwords from SMAdata2+ communication can be decrypted very easily. The passwords are ""encrypted"" using a very simple encryption algorithm. This enables an attacker to find the plaintext passwords and authenticate to the device. NOTE: the vendor reports that only Sunny Boy TLST-21 and TL-21 and Sunny Tripower TL-10 and TL-30 could potentially be affected.",5.0
CVE-2017-9857,"** DISPUTED ** An issue was discovered in SMA Solar Technology products. The SMAdata2+ communication protocol does not properly use authentication with encryption: it is vulnerable to man in the middle, packet injection, and replay attacks. Any setting change, authentication packet, scouting packet, etc. can be replayed, injected, or used for a man in the middle session. All functionalities available in Sunny Explorer can effectively be done from anywhere within the network as long as an attacker gets the packet setup correctly. This includes the authentication process for all (including hidden) access levels and the changing of settings in accordance with the gained access rights. Furthermore, because the SMAdata2+ communication channel is unencrypted, an attacker capable of understanding the protocol can eavesdrop on communications. NOTE: the vendor's position is that authentication with encryption is not required on an isolated subnetwork. Also, only Sunny Boy TLST-21 and TL-21 and Sunny Tripower TL-10 and TL-30 could potentially be affected.",4.3
CVE-2017-9858,"** DISPUTED ** An issue was discovered in SMA Solar Technology products. By sending crafted packets to an inverter and observing the response, active and inactive user accounts can be determined. This aids in further attacks (such as a brute force attack) as one now knows exactly which users exist and which do not. NOTE: the vendor's position is that this ""is not a security gap per se."" Also, only Sunny Boy TLST-21 and TL-21 and Sunny Tripower TL-10 and TL-30 could potentially be affected.",5.0
CVE-2017-9859,"** DISPUTED ** An issue was discovered in SMA Solar Technology products. The inverters make use of a weak hashing algorithm to encrypt the password for REGISTER requests. This hashing algorithm can be cracked relatively easily. An attacker will likely be able to crack the password using offline crackers. This cracked password can then be used to register at the SMA servers. NOTE: the vendor's position is that ""we consider the probability of the success of such manipulation to be extremely low."" Also, only Sunny Boy TLST-21 and TL-21 and Sunny Tripower TL-10 and TL-30 could potentially be affected.",5.0
